Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
112,339,327,1.33,43,0.95,323,1.33
112,340,133,1.58,39,0.99,187,1.58
112,341,106,1.59,148,0.49,213,1.59
112,342,512,0.99,7,0.85,1307,0.99
112,343,113,1.55,28,0.99,1080,0.9
112,344,109,1.59,241,0.49,136,1.59
112,345,523,0.99,19,0.93,875,0.99
112,346,91,1.55,35,0.99,157,1.56
112,347,289,1.19,35,0.99,359,1.19
112,348,107,1.59,17,0.99,198,1.58
112,349,846,0.87,23,0.99,989,0.88
112,350,210,1.2,64,0.99,407,1.19
112,351,113,1.57,185,0.49,137,1.56
112,352,193,1.29,20,0.94,343,1.29
112,353,133,1.59,21,0.99,190,1.58
112,354,330,0.99,13,0.99,618,0.99
112,355,89,1.54,12,0.99,140,1.48
112,356,355,0.99,11,0.99,630,0.99
112,357,77,1.55,166,0.49,124,1.53
112,358,1046,0.99,30,0.89,217,1.29
112,359,129,1.08,228,0.44,164,1.58
112,360,256,1.22,19,0.89,144,1.59
112,361,134,1.59,27,0.89,208,1.59
112,362,198,1.19,14,0.99,182,1.4
112,363,399,0.99,13,0.99,546,0.99
112,364,104,1.56,21,0.99,1165,0.82
112,365,726,0.99,120,0.49,271,1.19
112,366,457,0.99,11,0.76,1474,0.79
112,367,98,1.59,23,0.99,200,1.52
112,368,57,1.59,5,0.99,807,0.99
112,369,430,0.99,74,0.52,154,1.55
112,370,85,1.56,31,0.79,336,1.19
112,371,77,1.69,18,0.99,125,1.62
112,372,76,1.69,128,0.49,677,0.99
112,373,76,1.69,128,0.49,677,0.99
112,374,856,0.79,8,0.86,430,0.93
112,375,65,1.63,102,0.49,113,1.69
112,376,260,1.09,22,0.99,477,1.09
112,377,196,1.18,45,0.99,433,1.18
112,378,93,1.46,32,0.99,218,1.44
112,379,1748,0.99,10,0.99,130,1.69
112,380,140,1.52,26,0.99,171,1.69
112,381,603,1.29,19,0.99,735,1.29
112,382,67,1.69,39,0.87,143,1.69
112,383,71,1.69,21,0.99,801,0.99
112,384,68,1.69,184,0.53,156,1.66
112,385,138,1.39,17,0.99,1469,1.29
112,386,88,1.68,117,0.99,137,1.64
112,387,73,1.69,13,0.99,511,1.69
112,388,111,1.69,5,0.99,1129,1.39
112,389,111,1.69,5,0.99,1129,1.39
112,390,307,1.39,4,0.99,623,1.39
112,391,76,1.69,47,0.67,111,1.69
112,392,627,1.69,8,0.99,1066,1.69
112,393,342,1.08,22,0.99,892,1.08
112,394,388,1.02,14,0.99,1078,1.02
112,395,388,1.02,14,0.99,1078,1.02
112,396,93,1.69,32,0.99,153,1.69
112,397,267,1.09,5,0.99,545,1.09
112,398,92,1.64,18,0.99,155,1.68
112,399,69,1.69,2,0.99,1215,1.19
