Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
2,393,569,1.04,5,0.99,745,1.02
2,394,564,1.02,6,0.99,741,1.02
2,395,564,1.02,6,0.99,741,1.02
2,396,67,1.69,5,0.99,84,1.69
2,397,169,1.09,4,0.99,206,1.09
2,398,59,1.69,8,0.99,86,1.69
2,399,76,1.69,4,0.99,1011,1.19
12,1,157,1.79,46,0.95,170,1.79
12,2,135,1.79,66,0.69,459,1.19
12,3,173,1.79,24,0.95,209,1.79
12,4,434,1.19,31,0.95,479,1.19
12,5,161,1.79,22,0.99,187,1.79
12,6,391,1.19,29,0.99,363,1.19
12,7,163,1.79,505,0.49,169,1.79
12,8,142,1.79,23,0.99,126,1.79
12,9,863,0.99,8,0.99,82,1.79
12,10,165,1.79,35,0.79,91,1.79
12,11,978,0.89,38,0.79,842,0.89
12,12,196,1.79,27,0.99,157,1.79
12,13,581,1.19,35,0.99,148,1.59
12,14,110,1.59,11,0.99,761,0.89
12,15,872,0.89,21,0.79,123,1.59
12,16,987,0.89,88,0.79,950,0.89
12,17,191,1.59,50,0.99,168,1.59
12,18,433,1.19,23,0.99,426,1.19
12,19,207,1.59,248,0.99,197,1.59
12,20,118,1.59,62,0.99,406,1.29
12,21,262,1.29,18,0.99,274,1.29
12,22,204,1.59,26,0.99,177,1.59
12,23,450,1.19,479,0.49,390,1.19
12,24,181,1.59,53,0.99,157,1.59
12,25,574,1.19,37,0.99,594,1.19
12,26,115,1.59,38,0.99,172,1.59
12,27,651,0.99,151,2.00,1240,0.99
12,28,162,1.59,34,2.00,209,1.59
12,29,171,1.59,39,0.99,215,1.59
12,30,429,1.19,76,0.79,299,1.39
12,31,31,1.59,17,0.79,43,1.59
12,32,131,1.59,55,0.79,456,1.39
12,33,1271,0.89,14,0.99,1941,0.89
12,34,143,1.59,286,0.99,181,1.59
12,35,146,1.59,91,0.99,180,1.59
12,36,236,1.29,28,0.99,263,1.29
12,37,150,1.59,27,0.99,168,1.59
12,38,137,1.59,284,0.99,451,1.29
12,39,2071,0.89,12,0.99,113,1.59
12,40,41,1.59,9,0.99,98,1.29
12,41,190,1.29,29,0.99,117,1.59
12,42,138,1.59,163,2.00,138,1.59
12,43,250,1.29,47,2.00,349,1.29
12,44,113,1.59,62,0.99,138,1.59
12,45,195,1.29,130,2.00,196,1.09
12,46,104,1.59,68,2.00,182,1.59
12,47,974,0.99,6,0.99,1266,0.99
